"type","number","percent","time"
"GO.KE","376","0.61","1472792407.32959"
"SC.KE","693","1.13","1472792407.32959"
"CO.KE","56793","92.76","1472792407.32959"
"INFO.KE","137","0.22","1472792407.32959"
"ME.KE","352","0.57","1472792407.32959"
"MOBI.KE","47","0.08","1472792407.32959"
"NE.KE","208","0.34","1472792407.32959"
"OR.KE","1837","3.00","1472792407.32959"
"AC.KE","783","1.28","1472799606.17845"
"GO.KE","376","0.61","1472799606.17845"
"SC.KE","693","1.13","1472799606.17845"
"CO.KE","56804","92.76","1472799606.17845"
"INFO.KE","137","0.22","1472799606.17845"
"ME.KE","352","0.57","1472799606.17845"
"MOBI.KE","47","0.08","1472799606.17845"
"NE.KE","208","0.34","1472799606.17845"
"OR.KE","1837","3.00","1472799606.17845"
"AC.KE","783","1.28","1472806806.57566"
"GO.KE","376","0.61","1472806806.57566"
"SC.KE","693","1.13","1472806806.57566"
"CO.KE","56820","92.76","1472806806.57566"
"INFO.KE","137","0.22","1472806806.57566"
"ME.KE","352","0.57","1472806806.57566"
"MOBI.KE","47","0.08","1472806806.57566"
"NE.KE","208","0.34","1472806806.57566"
"OR.KE","1837","3.00","1472806806.57566"
"AC.KE","783","1.28","1472814007.48958"
"GO.KE","376","0.61","1472814007.48958"
"SC.KE","693","1.13","1472814007.48958"
"CO.KE","56836","92.76","1472814007.48958"
"INFO.KE","137","0.22","1472814007.48958"
"ME.KE","352","0.57","1472814007.48958"
"MOBI.KE","47","0.08","1472814007.48958"
"NE.KE","208","0.34","1472814007.48958"
"OR.KE","1838","3.00","1472814007.48958"
"AC.KE","783","1.28","1472821207.03169"
"GO.KE","376","0.61","1472821207.03169"
"SC.KE","693","1.13","1472821207.03169"
"CO.KE","56851","92.76","1472821207.03169"
"INFO.KE","137","0.22","1472821207.03169"
"ME.KE","352","0.57","1472821207.03169"
"MOBI.KE","47","0.08","1472821207.03169"
"NE.KE","208","0.34","1472821207.03169"
"OR.KE","1838","3.00","1472821207.03169"
"AC.KE","783","1.28","1472828408.79837"
"GO.KE","376","0.61","1472828408.79837"
"SC.KE","693","1.13","1472828408.79837"
"CO.KE","56859","92.77","1472828408.79837"
"INFO.KE","137","0.22","1472828408.79837"
"ME.KE","352","0.57","1472828408.79837"
"MOBI.KE","47","0.08","1472828408.79837"
"NE.KE","208","0.34","1472828408.79837"
"OR.KE","1838","3.00","1472828408.79837"
"AC.KE","783","1.28","1472835606.97531"
"GO.KE","376","0.61","1472835606.97531"
"SC.KE","693","1.13","1472835606.97531"
"CO.KE","56864","92.77","1472835606.97531"
"INFO.KE","137","0.22","1472835606.97531"
"ME.KE","352","0.57","1472835606.97531"
"MOBI.KE","47","0.08","1472835606.97531"
"NE.KE","208","0.34","1472835606.97531"
"OR.KE","1838","3.00","1472835606.97531"
"AC.KE","783","1.28","1472842807.20776"
"GO.KE","376","0.61","1472842807.20776"
"SC.KE","693","1.13","1472842807.20776"
"CO.KE","56866","92.77","1472842807.20776"
"INFO.KE","137","0.22","1472842807.20776"
"ME.KE","352","0.57","1472842807.20776"
"MOBI.KE","47","0.08","1472842807.20776"
"NE.KE","208","0.34","1472842807.20776"
"OR.KE","1838","3.00","1472842807.20776"
"AC.KE","783","1.28","1472850006.56139"
"GO.KE","376","0.61","1472850006.56139"
"SC.KE","693","1.13","1472850006.56139"
"CO.KE","56867","92.77","1472850006.56139"
"INFO.KE","137","0.22","1472850006.56139"
"ME.KE","352","0.57","1472850006.56139"
"MOBI.KE","47","0.08","1472850006.56139"
"NE.KE","208","0.34","1472850006.56139"
"OR.KE","1838","3.00","1472850006.56139"
"AC.KE","783","1.28","1472857207.04225"
"GO.KE","376","0.61","1472857207.04225"
"SC.KE","693","1.13","1472857207.04225"
"CO.KE","56867","92.77","1472857207.04225"
"INFO.KE","137","0.22","1472857207.04225"
"ME.KE","352","0.57","1472857207.04225"
"MOBI.KE","47","0.08","1472857207.04225"
"NE.KE","208","0.34","1472857207.04225"
"OR.KE","1838","3.00","1472857207.04225"
"AC.KE","783","1.28","1472864406.9029"
"GO.KE","376","0.61","1472864406.9029"
"SC.KE","693","1.13","1472864406.9029"
"CO.KE","56868","92.77","1472864406.9029"
"INFO.KE","137","0.22","1472864406.9029"
"ME.KE","352","0.57","1472864406.9029"
"MOBI.KE","47","0.08","1472864406.9029"
"NE.KE","208","0.34","1472864406.9029"
"OR.KE","1838","3.00","1472864406.9029"
"AC.KE","783","1.28","1472871606.55933"
"GO.KE","376","0.61","1472871606.55933"
"SC.KE","693","1.13","1472871606.55933"
"CO.KE","56853","92.77","1472871606.55933"
"INFO.KE","137","0.22","1472871606.55933"
"ME.KE","352","0.57","1472871606.55933"
"MOBI.KE","47","0.08","1472871606.55933"
"NE.KE","208","0.34","1472871606.55933"
"OR.KE","1838","3.00","1472871606.55933"
"AC.KE","783","1.28","1472878806.33202"
"GO.KE","376","0.61","1472878806.33202"
"SC.KE","693","1.13","1472878806.33202"
"CO.KE","56853","92.77","1472878806.33202"
"INFO.KE","137","0.22","1472878806.33202"
"ME.KE","352","0.57","1472878806.33202"
"MOBI.KE","47","0.08","1472878806.33202"
"NE.KE","208","0.34","1472878806.33202"
"OR.KE","1838","3.00","1472878806.33202"
"AC.KE","783","1.28","1472886006.82869"
"GO.KE","376","0.61","1472886006.82869"
"SC.KE","693","1.13","1472886006.82869"
"CO.KE","56856","92.77","1472886006.82869"
"INFO.KE","137","0.22","1472886006.82869"
"ME.KE","352","0.57","1472886006.82869"
"MOBI.KE","47","0.08","1472886006.82869"
"NE.KE","208","0.34","1472886006.82869"
"OR.KE","1838","3.00","1472886006.82869"
"AC.KE","783","1.28","1472893207.20012"
"GO.KE","376","0.61","1472893207.20012"
"SC.KE","693","1.13","1472893207.20012"
"CO.KE","56859","92.77","1472893207.20012"
"INFO.KE","137","0.22","1472893207.20012"
"ME.KE","352","0.57","1472893207.20012"
"MOBI.KE","47","0.08","1472893207.20012"
"NE.KE","208","0.34","1472893207.20012"
"OR.KE","1838","3.00","1472893207.20012"
"AC.KE","783","1.28","1472900406.32864"
"GO.KE","376","0.61","1472900406.32864"
"SC.KE","693","1.13","1472900406.32864"
"CO.KE","56866","92.77","1472900406.32864"
"INFO.KE","137","0.22","1472900406.32864"
"ME.KE","352","0.57","1472900406.32864"
"MOBI.KE","47","0.08","1472900406.32864"
"NE.KE","208","0.34","1472900406.32864"
"OR.KE","1838","3.00","1472900406.32864"
"AC.KE","783","1.28","1472907606.42689"
"GO.KE","376","0.61","1472907606.42689"
"SC.KE","693","1.13","1472907606.42689"
"CO.KE","56876","92.77","1472907606.42689"
"INFO.KE","137","0.22","1472907606.42689"
"ME.KE","352","0.57","1472907606.42689"
"MOBI.KE","47","0.08","1472907606.42689"
"NE.KE","208","0.34","1472907606.42689"
"OR.KE","1839","3.00","1472907606.42689"
"AC.KE","783","1.28","1472914813.16196"
"GO.KE","376","0.61","1472914813.16196"
"SC.KE","693","1.13","1472914813.16196"
"CO.KE","56881","92.77","1472914813.16196"
"INFO.KE","137","0.22","1472914813.16196"
"ME.KE","352","0.57","1472914813.16196"
"MOBI.KE","47","0.08","1472914813.16196"
"NE.KE","208","0.34","1472914813.16196"
"OR.KE","1839","3.00","1472914813.16196"
"AC.KE","783","1.28","1472922014.15875"
"GO.KE","376","0.61","1472922014.15875"
"SC.KE","693","1.13","1472922014.15875"
"CO.KE","56882","92.77","1472922014.15875"
"INFO.KE","137","0.22","1472922014.15875"
"ME.KE","352","0.57","1472922014.15875"
"MOBI.KE","47","0.08","1472922014.15875"
"NE.KE","208","0.34","1472922014.15875"
"OR.KE","1839","3.00","1472922014.15875"
"AC.KE","783","1.28","1472929206.94578"
"GO.KE","376","0.61","1472929206.94578"
"SC.KE","693","1.13","1472929206.94578"
"CO.KE","56884","92.77","1472929206.94578"
"INFO.KE","137","0.22","1472929206.94578"
"ME.KE","352","0.57","1472929206.94578"
"MOBI.KE","47","0.08","1472929206.94578"
"NE.KE","208","0.34","1472929206.94578"
"OR.KE","1839","3.00","1472929206.94578"
"AC.KE","783","1.28","1472936406.10223"
"GO.KE","376","0.61","1472936406.10223"
"SC.KE","693","1.13","1472936406.10223"
"CO.KE","56887","92.77","1472936406.10223"
"INFO.KE","137","0.22","1472936406.10223"
"ME.KE","352","0.57","1472936406.10223"
"MOBI.KE","47","0.08","1472936406.10223"
"NE.KE","208","0.34","1472936406.10223"
"OR.KE","1839","3.00","1472936406.10223"
"AC.KE","783","1.28","1472943606.95235"
"GO.KE","376","0.61","1472943606.95235"
"SC.KE","693","1.13","1472943606.95235"
"CO.KE","56887","92.77","1472943606.95235"
"INFO.KE","137","0.22","1472943606.95235"
"ME.KE","352","0.57","1472943606.95235"
"MOBI.KE","47","0.08","1472943606.95235"
"NE.KE","208","0.34","1472943606.95235"
"OR.KE","1839","3.00","1472943606.95235"
"AC.KE","783","1.28","1472950806.83097"
"GO.KE","376","0.61","1472950806.83097"
"SC.KE","693","1.13","1472950806.83097"
"CO.KE","56888","92.77","1472950806.83097"
"INFO.KE","137","0.22","1472950806.83097"
"ME.KE","352","0.57","1472950806.83097"
"MOBI.KE","47","0.08","1472950806.83097"
"NE.KE","208","0.34","1472950806.83097"
"OR.KE","1839","3.00","1472950806.83097"
"AC.KE","782","1.28","1472958013.17443"
"GO.KE","376","0.61","1472958013.17443"
"SC.KE","693","1.13","1472958013.17443"
"CO.KE","56836","92.77","1472958013.17443"
"INFO.KE","137","0.22","1472958013.17443"
"ME.KE","352","0.57","1472958013.17443"
"MOBI.KE","47","0.08","1472958013.17443"
"NE.KE","208","0.34","1472958013.17443"
"OR.KE","1837","3.00","1472958013.17443"
"AC.KE","782","1.28","1472965206.49662"
"GO.KE","376","0.61","1472965206.49662"
"SC.KE","693","1.13","1472965206.49662"
"CO.KE","56836","92.77","1472965206.49662"
"INFO.KE","137","0.22","1472965206.49662"
"ME.KE","352","0.57","1472965206.49662"
"MOBI.KE","47","0.08","1472965206.49662"
"NE.KE","208","0.34","1472965206.49662"
"OR.KE","1837","3.00","1472965206.49662"
"AC.KE","782","1.28","1472972408.6465"
"GO.KE","376","0.61","1472972408.6465"
"SC.KE","693","1.13","1472972408.6465"
"CO.KE","56836","92.77","1472972408.6465"
"INFO.KE","137","0.22","1472972408.6465"
"ME.KE","352","0.57","1472972408.6465"
"MOBI.KE","47","0.08","1472972408.6465"
"NE.KE","208","0.34","1472972408.6465"
"OR.KE","1837","3.00","1472972408.6465"
"AC.KE","782","1.28","1472979606.63923"
"GO.KE","376","0.61","1472979606.63923"
"SC.KE","693","1.13","1472979606.63923"
"CO.KE","56840","92.77","1472979606.63923"
"INFO.KE","137","0.22","1472979606.63923"
"ME.KE","352","0.57","1472979606.63923"
"MOBI.KE","47","0.08","1472979606.63923"
"NE.KE","208","0.34","1472979606.63923"
"OR.KE","1837","3.00","1472979606.63923"
"AC.KE","782","1.28","1472986819.14005"
"GO.KE","376","0.61","1472986819.14005"
"SC.KE","693","1.13","1472986819.14005"
"CO.KE","56841","92.77","1472986819.14005"
"INFO.KE","137","0.22","1472986819.14005"
"ME.KE","352","0.57","1472986819.14005"
"MOBI.KE","47","0.08","1472986819.14005"
"NE.KE","208","0.34","1472986819.14005"
"OR.KE","1837","3.00","1472986819.14005"
"AC.KE","782","1.28","1472994007.30837"
"GO.KE","376","0.61","1472994007.30837"
"SC.KE","693","1.13","1472994007.30837"
"CO.KE","56843","92.77","1472994007.30837"
"INFO.KE","137","0.22","1472994007.30837"
"ME.KE","352","0.57","1472994007.30837"
"MOBI.KE","47","0.08","1472994007.30837"
"NE.KE","208","0.34","1472994007.30837"
"OR.KE","1837","3.00","1472994007.30837"
"AC.KE","782","1.28","1473001206.5236"
"GO.KE","376","0.61","1473001206.5236"
"SC.KE","693","1.13","1473001206.5236"
"CO.KE","56848","92.77","1473001206.5236"
"INFO.KE","137","0.22","1473001206.5236"
"ME.KE","352","0.57","1473001206.5236"
"MOBI.KE","47","0.08","1473001206.5236"
"NE.KE","208","0.34","1473001206.5236"
"OR.KE","1837","3.00","1473001206.5236"
"AC.KE","782","1.28","1473008405.96557"
"GO.KE","376","0.61","1473008405.96557"
"SC.KE","693","1.13","1473008405.96557"
"CO.KE","56850","92.77","1473008405.96557"
"INFO.KE","137","0.22","1473008405.96557"
"ME.KE","352","0.57","1473008405.96557"
"MOBI.KE","47","0.08","1473008405.96557"
"NE.KE","208","0.34","1473008405.96557"
"OR.KE","1837","3.00","1473008405.96557"
"AC.KE","782","1.28","1473015606.67805"
"GO.KE","376","0.61","1473015606.67805"
"SC.KE","693","1.13","1473015606.67805"
"CO.KE","56853","92.77","1473015606.67805"
"INFO.KE","137","0.22","1473015606.67805"
"ME.KE","352","0.57","1473015606.67805"
"MOBI.KE","47","0.08","1473015606.67805"
"NE.KE","208","0.34","1473015606.67805"
"OR.KE","1837","3.00","1473015606.67805"
"AC.KE","782","1.28","1473022806.87312"
"GO.KE","376","0.61","1473022806.87312"
"SC.KE","693","1.13","1473022806.87312"
"CO.KE","56854","92.77","1473022806.87312"
"INFO.KE","137","0.22","1473022806.87312"
"ME.KE","352","0.57","1473022806.87312"
"MOBI.KE","47","0.08","1473022806.87312"
"NE.KE","208","0.34","1473022806.87312"
"OR.KE","1837","3.00","1473022806.87312"
"AC.KE","782","1.28","1473030006.27665"
"GO.KE","376","0.61","1473030006.27665"
"SC.KE","693","1.13","1473030006.27665"
"CO.KE","56855","92.77","1473030006.27665"
"INFO.KE","137","0.22","1473030006.27665"
"ME.KE","352","0.57","1473030006.27665"
"MOBI.KE","47","0.08","1473030006.27665"
"NE.KE","208","0.34","1473030006.27665"
"OR.KE","1837","3.00","1473030006.27665"
"AC.KE","782","1.28","1473037206.54349"
"GO.KE","376","0.61","1473037206.54349"
"SC.KE","693","1.13","1473037206.54349"
"CO.KE","56855","92.77","1473037206.54349"
"INFO.KE","137","0.22","1473037206.54349"
"ME.KE","352","0.57","1473037206.54349"
"MOBI.KE","47","0.08","1473037206.54349"
"NE.KE","208","0.34","1473037206.54349"
"OR.KE","1837","3.00","1473037206.54349"
"AC.KE","781","1.28","1473044406.79619"
"GO.KE","376","0.61","1473044406.79619"
"SC.KE","693","1.13","1473044406.79619"
"CO.KE","56807","92.77","1473044406.79619"
"INFO.KE","137","0.22","1473044406.79619"
"ME.KE","352","0.57","1473044406.79619"
"MOBI.KE","47","0.08","1473044406.79619"
"NE.KE","208","0.34","1473044406.79619"
"OR.KE","1835","3.00","1473044406.79619"
"AC.KE","781","1.28","1473051606.52119"
"GO.KE","376","0.61","1473051606.52119"
"SC.KE","694","1.13","1473051606.52119"
"CO.KE","56808","92.77","1473051606.52119"
"INFO.KE","137","0.22","1473051606.52119"
"ME.KE","352","0.57","1473051606.52119"
"MOBI.KE","47","0.08","1473051606.52119"
"NE.KE","208","0.34","1473051606.52119"
"OR.KE","1835","3.00","1473051606.52119"
"AC.KE","781","1.28","1473058806.29397"
"GO.KE","376","0.61","1473058806.29397"
"SC.KE","694","1.13","1473058806.29397"
"CO.KE","56812","92.77","1473058806.29397"
"INFO.KE","137","0.22","1473058806.29397"
"ME.KE","352","0.57","1473058806.29397"
"MOBI.KE","47","0.08","1473058806.29397"
"NE.KE","208","0.34","1473058806.29397"
"OR.KE","1835","3.00","1473058806.29397"
"AC.KE","781","1.27","1473066007.05856"
"GO.KE","376","0.61","1473066007.05856"
"SC.KE","694","1.13","1473066007.05856"
"CO.KE","56826","92.77","1473066007.05856"
"INFO.KE","137","0.22","1473066007.05856"
"ME.KE","352","0.57","1473066007.05856"
"MOBI.KE","47","0.08","1473066007.05856"
"NE.KE","208","0.34","1473066007.05856"
"OR.KE","1835","3.00","1473066007.05856"
"AC.KE","782","1.28","1473073206.40225"
"GO.KE","376","0.61","1473073206.40225"
"SC.KE","694","1.13","1473073206.40225"
"CO.KE","56844","92.77","1473073206.40225"
"INFO.KE","137","0.22","1473073206.40225"
"ME.KE","352","0.57","1473073206.40225"
"MOBI.KE","47","0.08","1473073206.40225"
"NE.KE","208","0.34","1473073206.40225"
"OR.KE","1835","2.99","1473073206.40225"
"AC.KE","782","1.28","1473080406.48147"
"GO.KE","376","0.61","1473080406.48147"
"SC.KE","694","1.13","1473080406.48147"
"CO.KE","56861","92.77","1473080406.48147"
"INFO.KE","137","0.22","1473080406.48147"
"ME.KE","352","0.57","1473080406.48147"
"MOBI.KE","47","0.08","1473080406.48147"
"NE.KE","208","0.34","1473080406.48147"
"OR.KE","1835","2.99","1473080406.48147"
"AC.KE","782","1.28","1473087606.56454"
"GO.KE","376","0.61","1473087606.56454"
"SC.KE","694","1.13","1473087606.56454"
"CO.KE","56872","92.77","1473087606.56454"
"INFO.KE","137","0.22","1473087606.56454"
"ME.KE","352","0.57","1473087606.56454"
"MOBI.KE","47","0.08","1473087606.56454"
"NE.KE","208","0.34","1473087606.56454"
"OR.KE","1835","2.99","1473087606.56454"
"AC.KE","782","1.28","1473094807.63541"
"GO.KE","376","0.61","1473094807.63541"
"SC.KE","694","1.13","1473094807.63541"
"CO.KE","56879","92.77","1473094807.63541"
"INFO.KE","137","0.22","1473094807.63541"
"ME.KE","352","0.57","1473094807.63541"
"MOBI.KE","47","0.08","1473094807.63541"
"NE.KE","208","0.34","1473094807.63541"
"OR.KE","1835","2.99","1473094807.63541"
"AC.KE","782","1.28","1473102006.79573"
"GO.KE","376","0.61","1473102006.79573"
"SC.KE","694","1.13","1473102006.79573"
"CO.KE","56889","92.77","1473102006.79573"
"INFO.KE","137","0.22","1473102006.79573"
"ME.KE","352","0.57","1473102006.79573"
"MOBI.KE","47","0.08","1473102006.79573"
"NE.KE","208","0.34","1473102006.79573"
"OR.KE","1836","2.99","1473102006.79573"
"AC.KE","782","1.28","1473109206.62794"
"GO.KE","376","0.61","1473109206.62794"
"SC.KE","694","1.13","1473109206.62794"
"CO.KE","56889","92.77","1473109206.62794"
"INFO.KE","137","0.22","1473109206.62794"
"ME.KE","352","0.57","1473109206.62794"
"MOBI.KE","47","0.08","1473109206.62794"
"NE.KE","208","0.34","1473109206.62794"
"OR.KE","1836","2.99","1473109206.62794"
"AC.KE","782","1.28","1473116407.23268"
"GO.KE","376","0.61","1473116407.23268"
"SC.KE","694","1.13","1473116407.23268"
"CO.KE","56890","92.77","1473116407.23268"
"INFO.KE","137","0.22","1473116407.23268"
"ME.KE","352","0.57","1473116407.23268"
"MOBI.KE","47","0.08","1473116407.23268"
"NE.KE","209","0.34","1473116407.23268"
"OR.KE","1836","2.99","1473116407.23268"
"AC.KE","782","1.28","1473123606.22504"
"GO.KE","376","0.61","1473123606.22504"
"SC.KE","694","1.13","1473123606.22504"
"CO.KE","56891","92.77","1473123606.22504"
"INFO.KE","137","0.22","1473123606.22504"
"ME.KE","352","0.57","1473123606.22504"
"MOBI.KE","47","0.08","1473123606.22504"
"NE.KE","209","0.34","1473123606.22504"
"OR.KE","1836","2.99","1473123606.22504"
"AC.KE","782","1.28","1473130806.76625"
"GO.KE","376","0.61","1473130806.76625"
"SC.KE","694","1.13","1473130806.76625"
"CO.KE","56851","92.77","1473130806.76625"
"INFO.KE","137","0.22","1473130806.76625"
"ME.KE","352","0.57","1473130806.76625"
"MOBI.KE","47","0.08","1473130806.76625"
"NE.KE","209","0.34","1473130806.76625"
"OR.KE","1831","2.99","1473130806.76625"
"AC.KE","782","1.28","1473138007.12994"
"GO.KE","376","0.61","1473138007.12994"
"SC.KE","694","1.13","1473138007.12994"
"CO.KE","56852","92.77","1473138007.12994"
"INFO.KE","137","0.22","1473138007.12994"
"ME.KE","352","0.57","1473138007.12994"
"MOBI.KE","47","0.08","1473138007.12994"
"NE.KE","209","0.34","1473138007.12994"
"OR.KE","1832","2.99","1473138007.12994"
"AC.KE","782","1.28","1473145206.71197"
"GO.KE","376","0.61","1473145206.71197"
"SC.KE","694","1.13","1473145206.71197"
"CO.KE","56861","92.77","1473145206.71197"
"INFO.KE","137","0.22","1473145206.71197"
"ME.KE","352","0.57","1473145206.71197"
"MOBI.KE","47","0.08","1473145206.71197"
"NE.KE","209","0.34","1473145206.71197"
"OR.KE","1832","2.99","1473145206.71197"
"AC.KE","782","1.28","1473152406.24594"
"GO.KE","376","0.61","1473152406.24594"
"SC.KE","695","1.13","1473152406.24594"
"CO.KE","56879","92.77","1473152406.24594"
"INFO.KE","137","0.22","1473152406.24594"
"ME.KE","353","0.58","1473152406.24594"
"MOBI.KE","47","0.08","1473152406.24594"
"NE.KE","209","0.34","1473152406.24594"
"OR.KE","1832","2.99","1473152406.24594"
"AC.KE","782","1.28","1473159606.47892"
"GO.KE","376","0.61","1473159606.47892"
"SC.KE","695","1.13","1473159606.47892"
"CO.KE","56892","92.77","1473159606.47892"
"INFO.KE","137","0.22","1473159606.47892"
"ME.KE","353","0.58","1473159606.47892"
"MOBI.KE","47","0.08","1473159606.47892"
"NE.KE","209","0.34","1473159606.47892"
"OR.KE","1832","2.99","1473159606.47892"
"AC.KE","782","1.27","1473166806.32745"
"GO.KE","376","0.61","1473166806.32745"
"SC.KE","695","1.13","1473166806.32745"
"CO.KE","56907","92.78","1473166806.32745"
"INFO.KE","137","0.22","1473166806.32745"
"ME.KE","353","0.58","1473166806.32745"
"MOBI.KE","47","0.08","1473166806.32745"
"NE.KE","209","0.34","1473166806.32745"
"OR.KE","1832","2.99","1473166806.32745"
"AC.KE","782","1.27","1473174006.43985"
"GO.KE","376","0.61","1473174006.43985"
"SC.KE","695","1.13","1473174006.43985"
"CO.KE","56921","92.78","1473174006.43985"
"INFO.KE","137","0.22","1473174006.43985"
"ME.KE","353","0.58","1473174006.43985"
"MOBI.KE","47","0.08","1473174006.43985"
"NE.KE","209","0.34","1473174006.43985"
"OR.KE","1833","2.99","1473174006.43985"
"AC.KE","782","1.27","1473181206.29128"
"GO.KE","376","0.61","1473181206.29128"
